Importador (prob.),A¤oMes,Pais Origen,Cond. Venta,Kg. Netos,Divisa,Flete Dolares,Seguro D¢lar,Estado dela mercaderia,Cantidad declarada,Precio Unitario en Divisa,Fob total en divisa,Precio Unitario en dolares,Fob total en dolares,Cif Total en dolares,Marca EDIT,Marca Modelo Edit,TIPO,Applicable carrier weight,Segmento
JCR S. A.,201401,Italia,CIF,222,D¢lar Estadounidense,63.95,120,nvo.s/uso imp,1,"13,600",13600,"13,600",13600,13784,INDECO,INDECO HP 700 1,Martillo hidraulico,4.0 - 12.0,01. Chicas
VERDOL  S.A,201402,Corea Republicana,CIF,1564,D¢lar Estadounidense,285,38,nvo.s/uso imp,1,"27,477",27476.77,"27,477",27477,27800,EVERDIGM,EVERDIGM EHB20,Martillo hidraulico,16.0 - 25.0,03. Grande
REPAS S A,201402,Corea Republicana,CIF,883,D¢lar Estadounidense,198.42,49,nvo.s/uso imp,2,"4,800",9600,"4,800",9600,9847,SOOSAN,SOOSAN SB43 BH,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201402,Corea Republicana,CIF,1191,D¢lar Estadounidense,260.12,64,nvo.s/uso imp,2,"3,500",7000,"3,500",7000,7324,SOOSAN,SOOSAN SB40 TS P,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201402,Corea Republicana,CIF,595,D¢lar Estadounidense,130.06,32,nvo.s/uso imp,1,"6,800",6800,"6,800",6800,6962,SOOSAN,SOOSAN SB50 TS P,Martillo hidraulico,11.0 - 16.0,02. Mediana
REPAS S A,201402,Corea Republicana,CIF,595,D¢lar Estadounidense,130.06,32,nvo.s/uso imp,1,"11,370",11370,"11,370",11370,11532,SOOSAN,SOOSAN SB70 TS P,Martillo hidraulico,16.0 - 21.0,02. Mediana
REPAS S A,201402,Corea Republicana,CIF,300,D¢lar Estadounidense,67.53,17,nvo.s/uso imp,1,3267.3,3267.3,"3,267",3267,3352,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201402,Corea Republicana,CIF,1242,D¢lar Estadounidense,271.8,67,nvo.s/uso imp,1,"13,150",13150,"13,150",13150,13489,SOOSAN,SOOSAN SB85 TS P,Martillo hidraulico,18.0 - 26.0,03. Grande
MINERA ARGENTINA GOLD S A,201403,Corea Republicana,EXW,2213,D¢lar Estadounidense,2253.25,1226,nvo.s/uso imp,1,"58,749",58749.46,"58,749",58749,62229,BREAKER,BREAKER BXR50,Martillo hidraulico,18.0 - 35.0,03. Grande
ATLAS COPCO ARGENTINA  SACI,201403,Suecia,CIF,470,D¢lar Estadounidense,60.53,83,nvo.s/uso imp,2,"7,588",15175.13,"7,588",15175,15319,Epiroc,Epiroc SB302,Martillo hidraulico,4.5 - 9.0,01. Chicas
ATLAS COPCO ARGENTINA  SACI,201403,Alemania,CIF,934,D¢lar Estadounidense,72.38,100,nvo.s/uso imp,1,"18,146",18145.69,"18,146",18146,18318,Epiroc,Epiroc MB1200,Martillo hidraulico,15.0 - 26.0,02. Mediana
CONSTRUCCIONES ELECTROMECANICAS DEL OESTE S A,201403,Italia,CFR,2100,D¢lar Estadounidense,140.32,766,nvo.s/uso imp,2,"24,190",48380,"24,190",48380,49287,INDECO,INDECO HP 2000,Martillo hidraulico,15.0 - 25.0,02. Mediana
CANTERAS DIQUECITO SOCIEDAD ANONIMA,201404,Italia,CIF,1792,Euro,956.37,308,nvo.s/uso imp,1,"45,895",45895,"63,023",63023,64288,INDECO,INDECO HP 4000,Martillo hidraulico,23.0 - 42.0,04. Muy Grande
REPAS S A,201404,Corea Republicana,CIF,1174,D¢lar Estadounidense,169.84,49,nvo.s/uso imp,2,"4,850",9700,"4,850",9700,9919,SOOSAN,SOOSAN SB43 II BH,Martillo hidraulico,6.0 - 9.0,01. Chicas
REPAS S A,201404,Corea Republicana,CIF,989,D¢lar Estadounidense,138.62,40,nvo.s/uso imp,1,"19,202",19202,"19,202",19202,19381,SOOSAN,SOOSAN SQ120,Martillo hidraulico,28.0 - 35.0,03. Grande
REPAS S A,201404,Corea Republicana,CIF,2967,D¢lar Estadounidense,415.85,121,nvo.s/uso imp,3,3300,9900,"3,300",9900,10437,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201404,Corea Republicana,CIF,2967,D¢lar Estadounidense,415.85,121,nvo.s/uso imp,3,"3,433",10300,"3,433",10300,10837,SOOSAN,SOOSAN SB40 TS P,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201404,Corea Republicana,CIF,989,D¢lar Estadounidense,138.62,40,nvo.s/uso imp,1,"6,450",6450,"6,450",6450,6629,SOOSAN,SOOSAN SB50 TS P,Martillo hidraulico,11.0 - 16.0,02. Mediana
REPAS S A,201404,Corea Republicana,CIF,4945,D¢lar Estadounidense,693.08,201,nvo.s/uso imp,5,"11,413",57064.22,"11,413",57064,57959,SOOSAN,SOOSAN SB70 TS P,Martillo hidraulico,16.0 - 21.0,02. Mediana
REPAS S A,201404,Corea Republicana,CIF,3147,D¢lar Estadounidense,455.25,132,nvo.s/uso imp,2,13000,26000,"13,000",26000,26588,SOOSAN,SOOSAN SB81 TS P,Martillo hidraulico,18.0 - 26.0,03. Grande
TRACK MAR SACI,201404,Italia,FOB,1171,D¢lar Estadounidense,94.44,101,nvo.s/uso imp,1,"8,039",8038.8,"8,039",8039,8234,ITR,ITR UEH1000PSA,Martillo hidraulico,12.0  - 23.0,02. Mediana
TRACK MAR SACI,201404,Italia,FOB,1171,D¢lar Estadounidense,94.44,101,nvo.s/uso imp,1,"11,977",11977,"11,977",11977,12172,ITR,ITR UEH1300PSA,Martillo hidraulico,17.0 - 25.0,03. Grande
TRACK MAR SACI,201404,Italia,FOB,481,D¢lar Estadounidense,43.23,64,nvo.s/uso imp,2,"3,151",6301.12,"3,151",6301,6408,ITR,ITR UEH190PCS,Martillo hidraulico,2.0 - 5.0,01. Chicas
TRACK MAR SACI,201404,Italia,EXW,367,Euro,59.28,21,nvo.s/uso imp,1,"2,506",2505.64,"3,459",3459,3539,OMAL,OMAL HB270,Martillo hidraulico,4.0 - 12.0,01. Chicas
TRACK MAR SACI,201404,Italia,EXW,734,Euro,118.56,42,nvo.s/uso imp,2,"3,307",6614.9,"4,566",9132,9292,OMAL,OMAL HB400S,Martillo hidraulico,7.0 - 10.0,02. Mediana
TRACK MAR SACI,201404,Italia,EXW,367,Euro,59.28,21,nvo.s/uso imp,1,"2,506",2505.64,"3,459",3459,3539,OMAL,OMAL HB270,Martillo hidraulico,4.0 - 12.0,01. Chicas
OCSA SA,201404,Italia,CIF,1000,D¢lar Estadounidense,2000,700,nvo.s/uso imp,1,"23,500",23500,"23,500",23500,26200,INDECO,INDECO HP 2000,Martillo hidraulico,15.0 - 25.0,02. Mediana
TRACK MAR SACI,201405,Italia,EXW,1073,Euro,123.9,85,nvo.s/uso imp,1,"6,013",6013.4,"8,386",8386,8595,OMAL,OMAL HB1000,Martillo hidraulico,12.0 - 23.0,02. Mediana
TRACK MAR SACI,201405,Italia,EXW,1193,Euro,154.88,76,nvo.s/uso imp,1,"9,020",9020.32,"12,580",12580,12811,OMAL,OMAL HB1300S,Martillo hidraulico,17.0 - 25.0,03. Grande
TRACK MAR SACI,201405,Italia,EXW,1193,Euro,154.88,76,nvo.s/uso imp,1,"6,013",6013.4,"8,386",8386,8617,OMAL,OMAL HB1000,Martillo hidraulico,12.0 - 23.0,02. Mediana
GRUAS SAN BLAS S A,201405,Francia,FOB,2582,D¢lar Estadounidense,1637.37,343,nvo.s/uso imp,5,"6,534",32669.85,"6,534",32670,34650,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
GRUAS SAN BLAS S A,201405,Francia,FOB,2697,D¢lar Estadounidense,1887.18,346,nvo.s/uso imp,5,"6,534",32669.85,"6,534",32670,34903,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
GRUAS SAN BLAS S A,201406,Francia,FOB,4072,D¢lar Estadounidense,2393.43,351,nvo.s/uso imp,5,"6,534",32669.85,"6,534",32670,35414,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
TRACK MAR SACI,201407,Italia,FOB,713.5,D¢lar Estadounidense,80.27,86.73,nvo.s/uso imp,2,3655.27,7310.54,3655.27,7310.54,7477.54,ITR,ITR UEH270B,Martillo hidraulico,6.0 - 9.0,01. Chicas
TRACK MAR SACI,201407,Italia,FOB,713.5,D¢lar Estadounidense,80.27,86.73,nvo.s/uso imp,2,4936.96,9873.92,4936.96,9873.92,10040.92,ITR,ITR UEH400PSA,Martillo hidraulico,5.0 - 11.0,01. Chicas
TRACK MAR SACI,201407,Italia,EXW,764,Euro,113.34,74.66,nvo.s/uso imp,2,1804.06,3608.12,2430.97,4861.93,5049.93,OMAL,OMAL HB120S,Martillo hidraulico,1.2 - 4.0,01. Chicas
TRACK MAR SACI,201407,Italia,EXW,764,Euro,113.34,74.66,nvo.s/uso imp,2,2305.19,4610.38,3106.24,6212.47,6400.47,OMAL,OMAL HB196S,Martillo hidraulico,2.2 - 4.0,01. Chicas
TRACK MAR SACI,201407,Italia,EXW,382,Euro,56.67,37.33,nvo.s/uso imp,1,6013.4,6013.4,8103.04,8103.04,8197.04,OMAL,OMAL HB1000,Martillo hidraulico,12.0 - 23.0,02. Mediana
FINNING ARGENTINA SOCIEDAD ANONIMA,201408,EE.UU.,CIF,562,D¢lar Estadounidense,500,16.41,nvo.s/uso imp,1,13400,13400,13400,13400,13916.41,CATERPILLAR,CATERPILLAR H75ES,Martillo hidraulico,6.0 - 10.0,02. Mediana
PATRICIO PALMERO S A I C Y A,201408,EE.UU.,FCA,1864.54,D¢lar Estadounidense,658.07,133.04,nvo.s/uso imp,1,25950,25950,25950,25950,26741.11,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
CERRO VANGUARDIA SOCIEDAD ANONIMA,201408,EE.UU.,EXW,172,D¢lar Estadounidense,218.41,128.19,nvo.s/uso imp,1,12600.48,12600.48,12600.48,12600.48,12947.08,CATERPILLAR,CATERPILLAR H55ES,Martillo hidraulico,2.5 - 5.8,01. Chicas
HEROVIAL SRL,201409,Corea Republicana,FOB,862,D¢lar Estadounidense,195.75,108.14,nvo.s/uso imp,3,3539.38,10618.14,3539.38,10618.14,10922.03,KOMAC,KOMAC KB200SL,Martillo hidraulico,1.2 - 4.0,01. Chicas
HEROVIAL SRL,201409,Corea Republicana,FOB,1413.32,D¢lar Estadounidense,72.11,121.67,nvo.s/uso imp,1,12094.93,12094.93,12094.93,12094.93,12288.71,KOMAC,KOMAC TOR13S,Martillo hidraulico,12.0. - 16.0,02. Mediana
HEROVIAL SRL,201409,Corea Republicana,FOB,1182.74,D¢lar Estadounidense,125.7,138.96,nvo.s/uso imp,2,6885.02,13770.04,6885.02,13770.04,14034.7,KOMAC,KOMAC KB400S,Martillo hidraulico,7.0 - 14.0,02. Mediana
INDUSTRIAS BAHIA S.A.,201409,Finlandia,CIF,220,D¢lar Estadounidense,706.5,83.66,nvo.s/uso imp,1,7659.84,7659.84,7659.84,7659.84,8450,RAMMER,RAMMER 555,Martillo hidraulico,2.4 - 3.9,01. Chicas
MINERA ALUMBRERA LIMITED,201409,EE.UU.,CIF,3739,D¢lar Estadounidense,635,68.8,nvo.s/uso imp,1,125266.2,125266.2,125266.2,125266.2,125970,CATERPILLAR,CATERPILLAR H160ES,Martillo hidraulico,32.0 - 55.0,04. Muy Grande
TRACK MAR SACI,201409,Italia,EXW,575.83,Euro,115.36,44.06,nvo.s/uso imp,1,6000,6000,7756.21,7756.21,7915.63,OMAL,OMAL HB1000,Martillo hidraulico,12.0 - 23.0,02. Mediana
TRACK MAR SACI,201409,Italia,EXW,575.83,Euro,115.36,44.06,nvo.s/uso imp,1,1800,1800,2326.86,2326.86,2486.28,OMAL,OMAL HB120S,Martillo hidraulico,1.2 - 4.0,01. Chicas
TRACK MAR SACI,201409,Italia,EXW,575.83,Euro,115.36,44.06,nvo.s/uso imp,1,9000,9000,11634.32,11634.32,11793.74,OMAL,OMAL HB1300S,Martillo hidraulico,17.0 - 25.0,03. Grande
TRACK MAR SACI,201409,Italia,EXW,575.83,Euro,115.36,44.06,nvo.s/uso imp,1,13000,13000,16805.13,16805.13,16964.55,OMAL,OMAL HB1700S,Martillo hidraulico,23.0 - 35.0,03. Grande
TRACK MAR SACI,201409,Italia,EXW,1727.5,Euro,346.07,132.18,nvo.s/uso imp,3,2500,7500,3231.76,9695.27,10173.52,OMAL,OMAL HB270,Martillo hidraulico,4.0 - 12.0,01. Chicas
TRACK MAR SACI,201409,Italia,EXW,1727.5,Euro,346.07,132.18,nvo.s/uso imp,3,3300,9900,4265.92,12797.75,13276,OMAL,OMAL HB400S,Martillo hidraulico,7.0 - 10.0,02. Mediana
TRACK MAR SACI,201409,Italia,EXW,1151.67,Euro,230.72,88.12,nvo.s/uso imp,2,2300,4600,2973.22,5946.43,6265.27,OMAL,OMAL HB195S,Martillo hidraulico,2.0 - 5.0,01. Chicas
TRACK MAR SACI,201409,Italia,EXW,1073.33,Euro,124.79,106.29,nvo.s/uso imp,4,2300,9200,2973.22,11892.86,12123.94,OMAL,OMAL HB195S,Martillo hidraulico,2.0 - 5.0,01. Chicas
TRACK MAR SACI,201409,Italia,EXW,536.67,Euro,62.39,53.15,nvo.s/uso imp,2,3300,6600,4265.92,8531.84,8647.38,OMAL,OMAL HB400S,Martillo hidraulico,7.0 - 10.0,02. Mediana
HOLCIM (ARGENTINA) SA,201409,Alemania,CFR,2110,D¢lar Estadounidense,146.79,104.66,nvo.s/uso imp,1,58000,58000,58000,58000,58251.45,Epiroc,Epiroc HB2500,Martillo hidraulico,27.0 - 46.0,04. Muy Grande
ATLAS COPCO ARGENTINA  SACI,201409,Alemania,CIF,939,D¢lar Estadounidense,85.1,100.35,nvo.s/uso imp,1,19027.85,19027.85,19027.85,19027.85,19213.3,Epiroc,Epiroc MB1200,Martillo hidraulico,15.0 - 26.0,02. Mediana
ATLAS COPCO ARGENTINA  SACI,201409,Suecia,CIF,470,D¢lar Estadounidense,71.16,83.92,nvo.s/uso imp,2,7956.45,15912.89,7956.45,15912.89,16067.97,Epiroc,Epiroc SB302,Martillo hidraulico,4.5 - 9.0,01. Chicas
REPAS S A,201409,Corea Republicana,CIF,1516.52,D¢lar Estadounidense,681.2,128.41,nvo.s/uso imp,2,12500,25000,12500,25000,25809.61,SOOSAN,SOOSAN SB81 TS P,Martillo hidraulico,18.0 - 26.0,03. Grande
REPAS S A,201409,Corea Republicana,CIF,2666.67,D¢lar Estadounidense,537.78,101.37,nvo.s/uso imp,2,19002,38004,19002,38004,38643.15,SOOSAN,SOOSAN SQ120,Martillo hidraulico,28.0 - 35.0,03. Grande
REPAS S A,201409,Corea Republicana,CIF,4000,D¢lar Estadounidense,806.67,152.06,nvo.s/uso imp,3,3200,9600,3200,9600,10558.73,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201409,Corea Republicana,CIF,1333.33,D¢lar Estadounidense,268.89,50.69,nvo.s/uso imp,1,6900,6900,6900,6900,7219.58,SOOSAN,SOOSAN SB50 TS P,Martillo hidraulico,11.0 - 16.0,02. Mediana
REPAS S A,201409,Corea Republicana,CIF,4000,D¢lar Estadounidense,806.67,152.06,nvo.s/uso imp,3,11436.67,34310,11436.67,34310,35268.73,SOOSAN,SOOSAN SB70 TS P,Martillo hidraulico,16.0 - 21.0,02. Mediana
TRACK MAR SACI,201409,Italia,FOB,630,D¢lar Estadounidense,71.55,68.32,nvo.s/uso imp,1,6760.23,6760.23,6760.23,6760.23,6900.1,ITR,ITR UEH500PSA,Martillo hidraulico,16.0 - 21.0,02. Mediana
BANCO PATAGONIA SOCIEDAD ANONIMA,201410,Finlandia,CIF,1968,D¢lar Estadounidense,350,1502.5,nvo.s/uso imp,1,67800,67800,67800,67800,69652.5,CATERPILLAR,CATERPILLAR H130ES,Martillo hidraulico,18.0 - 36.0,03. Grande
HEROVIAL SRL,201410,Corea Republicana,FOB,1679,D¢lar Estadounidense,642.49,157.2,nvo.s/uso imp,1,15077.57,15077.57,15077.57,15077.57,15877.26,KOMAC,KOMAC TOR23S,Martillo hidraulico,18.0 - 26.0,03. Grande
HEROVIAL SRL,201410,Corea Republicana,FOB,2177,D¢lar Estadounidense,806.89,164.15,nvo.s/uso imp,1,15608.07,15608.07,15608.07,15608.07,16579.11,KOMAC,KOMAC TOR26S,Martillo hidraulico,20.0 - 30.0,03. Grande
FINNING ARGENTINA SOCIEDAD ANONIMA,201410,EE.UU.,DAT,423,D¢lar Estadounidense,497.5,7.34,nvo.s/uso imp,1,8510,8510,8510,8510,9014.84,CATERPILLAR,CATERPILLAR H55,Martillo hidraulico,2.5 - 5.8,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201411,EE.UU.,DAT,559,D¢lar Estadounidense,497.5,11.27,nvo.s/uso imp,1,13575.7,13575.7,13575.7,13575.7,14084.47,CATERPILLAR,CATERPILLAR H75ES,Martillo hidraulico,6.0 - 10.0,02. Mediana
SIDERNET  S A,201411,EE.UU.,CIF,500,D¢lar Estadounidense,497.5,11.27,nvo.s/uso imp,1,20191.23,20191.23,20191.23,20191.23,20700,CATERPILLAR,CATERPILLAR H75E,Martillo hidraulico,6.0 - 10.0,02. Mediana
COMPA?IA MINERA AGUILAR SOCIEDAD ANONIMA,201411,Finlandia,CIF,923.99,D¢lar Estadounidense,431.05,330.91,nvo.s/uso imp,1,32760.04,32760.04,32760.04,32760.04,33522,RAMMER,RAMMER R1533,Martillo hidraulico,10.0 -  19.0,02. Mediana
GRUAS SAN BLAS S A,201412,Francia,FOB,3654.05,D¢lar Estadounidense,1142.38,432.15,nvo.s/uso imp,7,6010.31,42072.17,6010.31,42072.17,43646.7,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201412,EE.UU.,DAT,413,D¢lar Estadounidense,497.5,7.34,nvo.s/uso imp,1,8672.7,8672.7,8672.7,8672.7,9177.54,CATERPILLAR,CATERPILLAR H55ES,Martillo hidraulico,2.5 - 5.8,01. Chicas
TECHINT COMPA?IA TECNICA INTERNACIONAL SOCIEDAD ANONIM,201412,EE.UU.,FCA,1800,D¢lar Estadounidense,780.26,31.74,usado imp inc reacond,1,62702.1,62702.1,62702.1,62702.1,63514.1,NPK,NPK GH9,Martillo hidraulico,17.0 - 24.0,03. Grande
HEROVIAL SRL,201412,Corea Republicana,FOB,630,D¢lar Estadounidense,66.63,0.81,nvo.s/uso imp,3,2739.38,8218.14,2739.38,8218.14,8285.58,KOMAC,KOMAC KB200S,Martillo hidraulico,1.2 - 4.0,01. Chicas
HEROVIAL SRL,201412,Corea Republicana,FOB,210,D¢lar Estadounidense,22.21,0.27,nvo.s/uso imp,1,2539.38,2539.38,2539.38,2539.38,2561.86,KOMAC,KOMAC KB100S,Martillo hidraulico,12.0 - 16.0,02. Mediana
FINNING ARGENTINA SOCIEDAD ANONIMA,201502,EE.UU.,DAT,1681,D¢lar Estadounidense,497.5,30.66,nvo.s/uso imp,1,37794.2,37794.2,37794.2,37794.2,38322.36,CATERPILLAR,CATERPILLAR H120ES,Martillo hidraulico,16.0 - 27.0,03. Grande
FINNING ARGENTINA SOCIEDAD ANONIMA,201502,EE.UU.,DAT,377,D¢lar Estadounidense,497.5,7.34,nvo.s/uso imp,1,8671.7,8671.7,8671.7,8671.7,9176.54,CATERPILLAR,CATERPILLAR H55E,Martillo hidraulico,2.5 - 5.8,01. Chicas
FINNING ARGENTINA SOCIEDAD ANONIMA,201502,EE.UU.,DAT,377,D¢lar Estadounidense,497.5,7.34,nvo.s/uso imp,1,8671.7,8671.7,8671.7,8671.7,9176.54,CATERPILLAR,CATERPILLAR H55E,Martillo hidraulico,2.5 - 5.8,01. Chicas
TRACK MAR SACI,201502,Italia,FOB,846.5,D¢lar Estadounidense,398.27,201.91,nvo.s/uso imp,1,27709.5,27709.5,27709.5,27709.5,28309.68,ITR,ITR UEH2400PSA,Martillo hidraulico,23.0 - 35.0,03. Grande
TRACK MAR SACI,201502,Italia,FOB,846.5,D¢lar Estadounidense,398.27,201.91,nvo.s/uso imp,1,11875.5,11875.5,11875.5,11875.5,12475.68,ITR,ITR UEH1300PSA,Martillo hidraulico,17.0 - 25.0,03. Grande
GRUAS SAN BLAS S A,201502,EE.UU.,FOB,3937,D¢lar Estadounidense,651.28,521.51,nvo.s/uso imp,10,5150,51500,5150,51500,52672.79,STANLEY,STANLEY MB05,Martillo hidraulico,2.3 - 6.0,01. Chicas
PATRICIO PALMERO S A I C Y A,201502,EE.UU.,FCA,1244.35,D¢lar Estadounidense,212.18,121.07,nvo.s/uso imp,1,24000.99,24000.99,24000.99,24000.99,24334.24,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
GRUAS SAN BLAS S A,201503,Francia,FOB,2574.11,D¢lar Estadounidense,1121,363.66,nvo.s/uso imp,5,7049.03,35245.16,7049.03,35245.16,36729.82,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201503,Francia,FOB,2194.8,D¢lar Estadounidense,955.8,310.07,nvo.s/uso imp,5,6010.31,30051.53,6010.31,30051.53,31317.4,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
GRUAS SAN BLAS S A,201503,Francia,FOB,2574.11,D¢lar Estadounidense,1121,363.66,nvo.s/uso imp,5,7049.03,35245.16,7049.03,35245.16,36729.82,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
SULLAIR ARGENTINA S A,201503,Corea Republicana,FOB,857.14,D¢lar Estadounidense,28.26,7.58,nvo.s/uso imp,2,5400,10800,5400,10800,10835.84,MSB,MSB MS300HS,Martillo hidraulico,5.0  - 10.0,01. Chicas
GRUAS SAN BLAS S A,201503,Francia,FOB,3072.72,D¢lar Estadounidense,1338.14,434.1,nvo.s/uso imp,7,6010.31,42072.14,6010.31,42072.14,43844.38,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
ACEROS BOEHLER UDDEHOLM S A,201503,Japon,CFR,5700,D¢lar Estadounidense,501.27,404.19,nvo.s/uso imp,3,12744.96,38234.88,12744.96,38234.88,39140.34,FRD,FRD F19XP NT,Martillo hidraulico,12.0 - 19.0,02. Mediana
ACEROS BOEHLER UDDEHOLM S A,201503,Japon,CFR,1900,D¢lar Estadounidense,167.09,134.73,nvo.s/uso imp,1,25999.85,25999.85,25999.85,25999.85,26301.67,FURUKAWA,FURUKAWA FXJ375,Martillo hidraulico,25.0 - 42.0,04. Muy Grande
ACEROS BOEHLER UDDEHOLM S A,201503,Japon,CFR,1900,D¢lar Estadounidense,167.09,134.73,nvo.s/uso imp,1,18096.96,18096.96,18096.96,18096.96,18398.78,FRD,FRD F22XP NT,Martillo hidraulico,16.0 - 25.0,03. Grande
MINERA ALUMBRERA LIMITED,201503,Japon,EXW,7611,D¢lar Estadounidense,2470,2333.65,nvo.s/uso imp,1,230895,230895,230895,230895,235698.65,NPK,NPK GH40,Martillo hidraulico,90 - 110,04. Muy Grande
PATRICIO PALMERO S A I C Y A,201503,Japon,FCA,938.68,D¢lar Estadounidense,126.76,76.26,nvo.s/uso imp,2,7562.5,15125,7562.5,15125,15328.02,NPK,NPK PH3,Martillo hidraulico,4.0 - 9.0,01. Chicas
PATRICIO PALMERO S A I C Y A,201503,Japon,FCA,4664.44,D¢lar Estadounidense,643.39,387.06,nvo.s/uso imp,3,25590,76770,25590,76770,77800.45,NPK,NPK GH7,Martillo hidraulico,14.0 - 21.0,02. Mediana
GRUPO VIALES SRL,201504,Italia,CFR,1865,D¢lar Estadounidense,85.58,486,nvo.s/uso imp,10,3000,30000,3000,30000,30571.58,INDECO,INDECO HP 350 1,Martillo hidraulico,1.7 - 6.5,01. Chicas
REPAS S A,201504,Corea Republicana,CIF,931.66,D¢lar Estadounidense,250.44,103.7,nvo.s/uso imp,3,3233.33,9700,3233.33,9700,10054.14,SOOSAN,SOOSAN SB35 TS P,Martillo hidraulico,3.0 - 5.5,01. Chicas
REPAS S A,201504,Corea Republicana,CIF,310.55,D¢lar Estadounidense,83.48,34.57,nvo.s/uso imp,1,3500,3500,3500,3500,3618.05,SOOSAN,SOOSAN SB40 TS P,Martillo hidraulico,4.0 - 7.0,01. Chicas
REPAS S A,201504,Corea Republicana,CIF,931.66,D¢lar Estadounidense,250.44,103.7,nvo.s/uso imp,3,11537,34610,11536.67,34610,34964.14,SOOSAN,SOOSAN SB81 N,Martillo hidraulico,18.0 - 26.0,03. Grande
ATLAS COPCO ARGENTINA  SACI,201504,Alemania,CIF,1800,D¢lar Estadounidense,111.59,199.6,nvo.s/uso imp,2,18600.98,37201.96,18600.98,37201.96,37513.15,Epiroc,Epiroc MB1200,Martillo hidraulico,15.0 - 26.0,02. Mediana
HEROVIAL SRL,201504,Corea Republicana,FOB,1000,D¢lar Estadounidense,126.37,96.25,nvo.s/uso imp,2,4749.05,9498.1,4749.05,9498.1,9720.72,KOMAC,KOMAC KB350S,Martillo hidraulico,5.0 - 9.0,01. Chicas
GRUMAQ S R L,201504,Corea Republicana,CFR,1010,D¢lar Estadounidense,100.7,27.5,nvo.s/uso imp,2,5926.7,11853.39,5926.7,11853.39,11981.59,HYDROKHAN,HYDROKHAN SG600BL,Martillo hidraulico,12.0  - 23.0,02. Mediana
GRUMAQ S R L,201504,Corea Republicana,CFR,1664,D¢lar Estadounidense,157.02,42.87,nvo.s/uso imp,4,4620.81,18483.26,4620.81,18483.26,18683.15,HYDROKHAN,HYDROKHAN H350,Martillo hidraulico,2.8  - 4.5,01. Chicas
GRUMAQ S R L,201504,Corea Republicana,CFR,1340,D¢lar Estadounidense,119.48,32.62,nvo.s/uso imp,4,3515.84,14063.35,3515.84,14063.35,14215.45,HYDROKHAN,HYDROKHAN H200,Martillo hidraulico,1.0  - 3.0,01. Chicas
TRACK MAR SACI,201504,Italia,MUL,850.53,D¢lar Estadounidense,72.13,90.42,nvo.s/uso imp,1,9645.55,9645.55,9645.55,9645.55,9808.1,ITR,ITR UEH1300PSA,Martillo hidraulico,17.0 - 25.0,03. Grande
TRACK MAR SACI,201504,Italia,MUL,850.53,D¢lar Estadounidense,72.13,90.42,nvo.s/uso imp,1,14243.27,14243.27,14243.27,14243.27,14405.82,ITR,ITR UEH1700PSA,Martillo hidraulico,16.0 - 34.0,03. Grande
TRACK MAR SACI,201504,Italia,MUL,850.53,D¢lar Estadounidense,72.13,90.42,nvo.s/uso imp,1,3022.27,3022.27,3022.27,3022.27,3184.82,ITR,ITR UEH270B,Martillo hidraulico,6.0 - 9.0,01. Chicas
GRUAS SAN BLAS S A,201505,Francia,FOB,2800.38,D¢lar Estadounidense,1110.25,293.06,nvo.s/uso imp,4,7049.03,28196.12,7049.03,28196.12,29599.43,BOBCAT,BOBCAT HB1180,Martillo hidraulico,4.0 - 5.0,01. Chicas
GRUAS SAN BLAS S A,201505,Francia,FOB,2387.72,D¢lar Estadounidense,946.65,249.88,nvo.s/uso imp,4,6010.3,24041.2,6010.3,24041.2,25237.73,BOBCAT,BOBCAT HB980,Martillo hidraulico,3.0 - 7.5,01. Chicas
TRACK MAR SACI,201505,Italia,MUL,352.5,Euro,49.92,31.76,nvo.s/uso imp,1,1750,1750,1967.36,1967.36,2049.04,TECNA,TECNA T120 H,Martillo hidraulico,0.8 - 2.5,01. Chicas
